name,birthdate,address,phone,city,state,device_id,status
Miss Beverley Bull,1992-02-24,505 Logan View Apt. 120,305-518-1260x692,Fishertown,Kansas,b09c0bd9-03cf-4b0c-adc5-9e48d5768a1f,error
Dorle Ruppersberger,1980-03-28,"Flat 18
Watson circle",+34888 23 37 93,New Hannah,Girona,e47d6904-7be9-4d85-b1ed-669be4740cc8,error
Ludger Kohl,1946-11-27,519 Brian Bridge,(0118) 496 0614,Chauveau-sur-Barthelemy,Nordrhein-Westfalen,2b942c7b-8f28-4518-ae7a-98a1e4ab7db4,success
Calisto Cortés Benet,1993-07-01,944 Stewart Bypass Suite 668,+34843775229,Suttonport,Nordrhein-Westfalen,f5b9ba97-2e7a-45e7-b498-1c4cef85d392,pending
Debra Young-Davis,1940-09-04,"10, rue de Humbert",(457)478-4703x03535,Lefortboeuf,Baden-Württemberg,1becb6fa-6679-49f3-937f-54f64f62d109,error
Mark Ruiz,1991-11-24,"91, rue Gilbert",+44(0)1514960468,Castellón,Oregon,737680ac-0327-4848-9b9e-a4a263e5bf51,inactive
Fanny Gnatz,1967-12-19,"Flat 2
Holland spring",01541257355,Andreafort,Arizona,15696956-863b-46cc-b3ce-cd1fb4080530,inactive
Nathaniel Moore,1974-01-29,boulevard Aimée Regnier,+1-924-934-6463,Lecoq,Ceuta,13087632-2473-4fff-9299-e4dbaab47aab,error
Kimberly Castillo,1949-08-03,"49, rue Martinez",+49(0)4487088866,Valencia,Vizcaya,b7f039ff-281d-48c0-ac75-fe32ea1b2dce,inactive
Margaret Le Regnier,1947-10-28,"27, chemin Leroy",+441632 960590,Port James,Lugo,a0c40e8e-8f46-4a8b-88a0-f9ec01c7826f,active
Kathleen Jordan,1989-03-13,539 Hodge Greens,03962 74424,Lugo,Bayern,b2b3e791-fb00-46b0-8a2b-f8289e41b7bc,success
Celso Barrena Jódar,1951-05-17,66912 Lopez Center Suite 313,+49(0)3956325650,Murcia,New Mexico,ee48662b-86e4-4c6f-97d1-a82c1d024d93,inactive
Edward Duffy-Clarke,1968-10-20,Vial Felipe Lerma 20,0909 8790014,Lefort-sur-Mer,Nordrhein-Westfalen,bc0a3913-8e15-4c2d-a1d7-bf9669a54dea,error
Xavier Masson,1947-08-17,Pasadizo de Julio César Pereira 60 Piso 9 ,+49(0)9298 96070,Grantstad,Segovia,781ed388-d905-42e9-9180-62914e1340a3,success
Christina Carney,1935-08-13,"8, rue Stéphanie Dumas",(09572) 81977,Málaga,Maine,0d9815af-6823-42e0-a5fd-49d5b1b20ed6,success
Dipl.-Ing. Antonie Salz MBA.,2006-06-06,835 Krueger River,+34 841 76 47 61,Ávila,Missouri,0a4740cf-8aab-4617-8a36-f4738396e176,success
Ing. Herta Flantz,1960-09-20,Cañada de Josefina Bárcena 160 Puerta 7 ,657.672.5437,Lugo,New Hampshire,fd6e00aa-c296-4480-804b-4fdceba4cd4c,error
Kieran Griffin,1961-12-07,03553 Jessica Ways Apt. 342,+44114 4960274,Badajoz,Castellón,cd048db4-f610-4445-9005-50b4b8b5c16a,inactive
Flavia Ricart Bolaños,1972-10-16,4254 Mcclain Pines,0750248564,Lake Matthew,Kentucky,b2ebdbad-4713-4be5-85ca-5fad19e7e7f3,inactive
James Guerrero,1939-02-03,Paseo Moreno Barón 38,02051 54715,Gallagherberg,North Dakota,b838ac3f-52ab-44a9-a6d6-9df601c305a1,pending
Tim Houston,1949-07-15,Hasso-Klapp-Ring 3/4,+34 710719444,Baleares,Florida,542c59da-f265-43ce-80dd-21816aeeef35,error
Carlos Moreno,2003-10-31,Sarah-Gunpf-Ring 6,+49(0)9825 76515,Sainte Moniquenec,California,57f58c84-fac2-42b9-972c-8ac32b9c94db,active
Katy Spieß,1948-02-29,9 Holmes shoals,(020) 74960627,Sainte Agathe,Rheinland-Pfalz,99c4c89c-6c7b-4132-bc46-6b94d1410df6,error
Dalila Primitiva Cornejo Miguel,1965-09-25,7782 Harris Flats Apt. 317,0592391912,Alicante,Nebraska,b3b09893-1214-430e-97f5-8a1cc4bc5a11,error
August Hein B.A.,1935-03-29,076 O'Donnell meadows,+441632 960005,Sauvage,Utah,0295fc74-7760-4a3b-982e-4d7b06c67689,active
Damon Jackson,1975-08-21,Plaza Rufina Abascal 688 Piso 5 ,+49(0) 066824423,Badibling,Cuenca,ac266868-9684-4e90-af27-1a609161c9a8,pending
Raúl Coronado Pinto,1986-04-06,"60, rue Susanne Salmon",(09534) 663530,Erbisdorf,Granada,ff934f6e-ada1-4fd3-80fb-b324fbdbf412,pending
Ing. Antje Wiek B.A.,1996-10-09,"342, chemin Michèle Albert",+49(0)4842 60101,Naomimouth,Ciudad,c7b12e5a-61e8-418c-bb32-6db3fc01ee1b,pending
Teo Salas Alfaro,2004-12-25,C. Victoriano Roura 3,001-706-674-3255x9224,Fabre,Ourense,204e927c-48a0-4056-b0d2-5e58ac20f199,pending
Jane Steinberg,1952-01-27,19740 Schwartz Turnpike,(728)362-4717x36769,New Andrea,Oregon,7cd3b4f0-e3af-4ada-902e-23c44ae66c4a,pending
Jennifer Bolton,1967-09-05,958 Thomas bridge,04274 451128,Lake David,Sachsen-Anhalt,7ae5268c-471b-4393-8dce-71be9dd1739d,error
Alicia Gutierrez Salcedo,2003-01-15,Cañada de María Puente 896,+49(0)3776 877527,Kötzting,Louisiana,1f6c08f4-a978-4c82-ba77-d1cc5c67950f,pending
Silvio Poza Higueras,1945-04-03,48090 Karen Square Apt. 915,645.420.6802x8491,New Thomasport,Palencia,28652b19-bc1e-46ab-b12b-3ad9cf86d00d,inactive
Kimberley Doyle,1946-05-07,Glorieta de Conrado Company 29 Piso 3 ,(903)952-2332,La Rioja,Oregon,6169a95f-43ad-442a-8bdb-e3f31c4dd7fe,active
Marianela Salcedo Fuertes,1991-11-07,15845 Kelsey Islands,317.885.7638x4935,Port Jamesside,Schleswig-Holstein,b515b9e6-4987-4e10-a4d1-aaea02ec213b,success
Denise de la Collin,1961-11-05,C. de Felipe Checa 58,(0117)4960167,Port Charlene,Tarragona,2a388c6c-7cd7-4860-b76b-b1f885f7b17d,error
Andrew Moore,1975-12-09,004 Summers lodge,3117423374,Gallet,Niedersachsen,8410e3a6-9173-4a99-bac4-910e34e8b783,pending
Mr Liam Griffiths,1941-05-08,"Flat 23
Collins crossing",+34 863 588 252,Port Kevin,Hamburg,0ae477d9-adce-4d4e-8839-aa2efa7ae85e,inactive
Édouard Leduc,2003-02-14,7788 William Fork Suite 680,+49(0) 845568473,Bergerboeuf,Girona,33981203-7272-487f-bdad-914f4f4de779,success
Jacinta Valcárcel-Zabala,1999-11-10,Acceso de Violeta Gómez 20 Puerta 2 ,458-914-8381,Ravensburg,León,514941fe-9ece-4c9e-9f13-52260a841f7c,inactive
Pamela Smith,1957-07-02,Calle de Ariel Sainz 87,+33 (0)3 87 11 26 89,Pontevedra,Connecticut,1871bbe1-399c-487f-ba7b-321201f8f831,inactive
Martin Munoz,1974-09-13,"976, chemin Morel",0524245884,North Stevenside,Castellón,7f86cb7b-423e-45be-a622-a21884e95a42,active
Shannon Robinson,1970-06-09,Avenida de Ariel Carmona 66,(0118) 496 0811,Ferrand,Hamburg,56d3070f-f3c3-41f3-ab2f-80d50114d3cf,pending
Manu del Montalbán,1943-08-31,986 Snyder Walks Apt. 026,381-239-3324x7534,Chanfurt,Nebraska,dc9959e7-5537-4800-b2a9-4df77f9b23c2,error
Dimas Nieto Prats,1987-05-07,Ronda de Venceslás Ramis 72,01632960840,Brownmouth,Vizcaya,47632567-9787-43a1-93b1-f7e6b5aec97a,active
Luce Antoine du Delattre,1995-08-19,"Studio 39
Saunders gateway",+49(0)8614277819,Port Tiffany,Georgia,5fb10585-fabc-497d-a170-7561d79de038,success
Miguel Nichols,1973-03-18,Vial de Fabiana Ferrer 88 Puerta 7 ,(0306) 9990820,New Sabrinahaven,Thüringen,04e68716-5217-4fee-ba5a-5e5c4934f939,pending
Severino del Vilanova,1966-03-04,92045 Hendrix Square,+44808 157 0557,Grevesmühlen,Segovia,c75bd435-e0dc-4602-91b0-f8b08c983588,active
Keith Potter,2003-11-23,59321 Garcia Mews Apt. 787,+33 5 34 43 98 84,Zamora,North Dakota,8db1e83b-dd56-4328-b967-d9a41391c12d,inactive
James Stone,1987-05-19,"72, boulevard Julie Gautier",5444367285,East Lisashire,Baleares,1103786d-2ef4-4a27-8c61-99b255941eb1,pending
Univ.Prof. Dusan Hornig MBA.,1950-04-19,Thiesstraße 8/8,+34873044237,Cuenca,Hessen,0af69a3e-7d91-4040-a219-5b8e0a60b041,active
Tom Smith,1978-12-14,"53, rue Bertin",247-528-1332x983,Querfurt,Wisconsin,3727792b-a478-4300-81d0-25b38e67cacd,active
Canan Ziegert B.A.,1987-08-26,"68, boulevard Émile Maréchal",+33 3 25 51 15 22,Lisachester,Cuenca,c740b129-d091-4cc8-ac01-ec05ee7236da,error
Monique Descamps,1935-10-14,Pasadizo Jose Francisco Ribas 21 Puerta 6 ,+33 5 54 16 47 71,Bennettmouth,Washington,6ad3141b-8063-4763-9c28-d3cb03c92208,pending
Alain Meunier,1994-05-14,"700, avenue Mace",+34 985561786,Lübz,Sachsen,fd97ffac-81af-4e70-bc4e-a60b269b49b2,error
Hans-Ulrich Ernst,1957-06-12,"50, avenue de Collin",01614960314,Salamanca,Bayern,8f2704cb-47a4-43ee-b991-a1178940d279,success
Univ.Prof. Rudi Jähn,1984-05-23,Stiebitzallee 1/8,6749680359,Granada,Maryland,82758429-c12d-40fb-a735-654a78c293a5,active
Roland Fernandez-Toussaint,1990-01-17,Camino de Antonia Cardona 531 Apt. 67 ,468.855.6303,Meganport,Lleida,9a3f15e3-44f8-425a-87c7-3d91a0fb0ecb,inactive
Kyle Nguyen,1967-12-04,"Studio 2
Price island",+34 880265251,Guyon-sur-Mer,Bayern,5e5ce224-ef46-44c9-9cbe-cc8f7953d201,active
Mrs Melanie Whitehead,1997-04-08,"651, rue Émilie Colin",+49(0)4297 16948,Saint Michelle,Texas,3af6e183-cadc-4e27-ada3-f09837624668,inactive
Beverley Wilson,1994-12-22,6 Dean drive,+1-617-443-8768x47284,Burkemouth,Nebraska,1035f978-ffd3-4e42-9864-4a83cc89915a,pending
Débora Nogueira Machado,1992-03-04,"257, rue Jacob",+33 (0)6 32 21 94 57,Letelliernec,Iowa,de588906-0a2c-4edb-b01f-7bbe19f7eb4f,error
Clifford Page,1942-10-17,avenue de Jean,+33 (0)1 30 09 61 32,South Ross,Idaho,e837f110-a8dc-4fca-aaa1-3f1ac57f94d4,success
Virginie Baron,1939-02-23,202 Angela Island Apt. 141,(0116) 496 0416,Pontevedra,Nordrhein-Westfalen,9fc8394a-95d3-4c49-817c-5c82133424c4,success
Raymond Texier,1949-07-07,55 Timothy island,(0161) 496 0805,Bützow,Oregon,e6aef7f9-6385-498d-a773-5ae9567aaf61,active
Abdullah Rosemann-Fritsch,1963-01-08,"99, chemin Gabrielle Seguin",05 08 83 94 01,Reneeton,Indiana,0eb77701-52da-4223-a034-270778ea89e1,active
Daniela Ruth Lasa Vallejo,1934-06-02,Calle Candelas Noriega 65 Piso 6 ,(999)356-7441,Göttingen,Mecklenburg-Vorpommern,549555bc-77a6-4185-be1d-de931c2449f1,pending
Amber Mckinney,1980-07-18,"8, rue Hélène Huet",+33 4 90 51 16 86,Valencia,Jaén,584edc29-0736-41ff-9068-9149545c8aa1,inactive
Jean Bernier de la Boyer,2005-08-14,C. Benigno Bermúdez 44 Apt. 10 ,+34737156154,Jeanboeuf,Madrid,27079b3c-11f5-49a5-914e-6a72c46284c1,error
Bethany Humphries,2007-01-14,"Flat 6
Brandon terrace",+49 (0) 0767 621697,Germersheim,South Carolina,24d12c12-bcc8-48fc-83ec-6ea58dbb39ec,success
Univ.Prof. Olga Margraf B.Eng.,1935-06-18,55254 Matthew Throughway Suite 232,+33 6 37 18 81 00,Bouvet,Brandenburg,897b4ba1-2826-42d4-bc53-66a74522f4c7,active
Gülay Zobel B.Eng.,1970-03-05,Manja-Döring-Gasse 925,+49(0)6364597791,Asturias,Wisconsin,b626970b-6ad4-4c9f-8d4f-5b511657c347,success
Dipl.-Ing. Margaret Schwital,1971-03-30,30730 Chase Plains,0169411175,Spremberg,Saarland,0ff96fa9-3328-4502-8122-6d569b20bf8f,active
Heinz-Günter Herrmann,1971-03-26,034 Rachel Neck Apt. 026,(029) 2018360,Teixeira,Cáceres,d2d00af9-c3c9-4109-9c8e-80df36e7e334,error
Josefina Cerro-Paz,1981-02-27,2178 Michael Forest Suite 482,001-200-413-2828x1857,Carpentier,Rheinland-Pfalz,6cd24d77-92da-46e0-a5bc-10b2f499cd23,success
Guy Barre,1984-05-21,9803 Mary Fall Apt. 698,07295 98360,Lake Kevinburgh,Nordrhein-Westfalen,9e12cdbb-879c-4459-abd3-e85da071cbcf,pending
Andree Löchel-Hethur,1973-11-19,"Flat 07t
Martin causeway",455-550-4451x1866,Port Cynthiachester,Schleswig-Holstein,222fe666-e548-466e-afad-e737554e3de7,inactive
Dr Charles Kerr,1973-12-08,Avenida Úrsula Bustos 25,+49(0)8467 920507,Sainte Léon,Alaska,2581833d-456a-4afb-962a-805bc6e92c5a,pending
Matthew Wallace,1966-03-09,"Studio 6
Williams ramp",+34 875174465,Ludwigsburg,Thüringen,d9883e20-79f8-4b84-a4c6-c3ee5a5f2357,pending
